stream;start_date;end_date;topic;keywords;stt
RTP1_HD;2024-10-02 13:03:52.0;2024-10-02 13:03:58.0;Sports;gol, Daniel Bragança, derrota, Eindhoven, resumo, impacto, Sporting, Liga dos Gols;O gol de Daniel Bragança evitou a derrota em Eindhoven. Daqui a pouco o resumo do impacto de Sporting na Liga dos Gols.
RTP1_HD;2024-10-02 13:04:03.0;2024-10-02 13:04:12.0;Disasters;Espanha, cidadãos, Líbano, operações de repatriamento, Beirute, parápolis;A Espanha vai retirar cidadãos do Líbano e outros países, preparam também operações de repatriamento, mas há quem tente sair de Beirute pelos parápolis.
RTP1_HD;2024-10-02 13:04:17.0;2024-10-02 13:05:02.0;Disasters;companhias aéreas, Líbano, voos, Companhia Aérea Nacional Libanesa, operar, últimos três dias, estressantes;Dezenas de companhias aéreas que operavam no Líbano suspenderam os voos. Só a Companhia Aérea Nacional Libanesa é que está a operar. E assim, chegamos, mas os últimos três dias foram muito estressantes.
RTP1_HD;2024-10-02 13:05:03.0;2024-10-02 13:05:09.0;Disasters;;Fine. It was fine. You know, what you know, I'm, uh, I...
RTP1_HD;2024-10-02 13:05:10.0;2024-10-02 13:05:49.0;Disasters;países, retirar cidadãos, Líbano, Espanha, operação de repatriamento, força aérea espanhola, França, plano de evacuação, aeroporto de Beirute, via marítima, Chipre, Reino Unido, retirada de pessoas, Estados Unidos, Washington, envio de tropas;Há vários países que nos próximos dias ponderam retirar cidadãos do Líbano. Aqui ao lado, Espanha tem previsto para esta quinta-feira uma operação de repatriamento da força aérea espanhola. Em França, o governo tem já também um plano de evacuação definido para a retirada de cidadãos através do aeroporto de Beirute ou por via marítima para o Chipre. Já esta quarta-feira, o Reino Unido vai proceder à retirada de pessoas. Nos Estados Unidos, Washington já pediu o envio de tropas para o Chipre para ajudar Quem quer ser?
RTP1_HD;2024-10-02 13:05:51.0;2024-10-02 13:06:17.0;Disasters;Dinamarca, explosões, Embaixada de Israel, Copenhaga, polícia dinamarquesa, detenção, inquérito, suspeitos, militares, Facebook, rede social, incidente, confiança, polícia dinamarquesa;Na Dinamarca, houve duas explosões perto da Embaixada de Israel, em Copenhaga. A polícia dinamarquesa já anunciou a detenção de três pessoas e a abertura de um inquérito, mas não avança detalhes sobre os suspeitos. A área está delimitada, controlada por militares. Uma publicação na rede social Facebook, a Embaixada de Israel diz estar chocada com incidente, mas afirmo a ter confiança total na polícia dinamarquesa.
RTP1_HD;2024-10-02 13:06:20.0;2024-10-02 13:06:41.0;Politics;;Os candidatos à vice-presidência dos Estados Unidos estiveram frente a frente na última madrugada naquela que terá sido o último debate da campanha. Tim Walz e J.D. Vance apresentaram posições opostas, sobretudo nos temas da imigração, aborto e violência armada nas escolas. Apesar das diferenças, o confronto ficou marcado pelo tom cordial e contido.
RTP1_HD;2024-10-02 13:06:43.0;2024-10-02 13:09:09.0;Politics;;Foi um frente-a-frente que trouxe ao debate mais política do que polémica. J.D. Vance e Tim Walz deixaram claro o que os separa, a começar pelo tema da imigração e da fronteira dos Estados Unidos com o México. legal para os imigrantes competir com os americanos por casas escuras. As pessoas que eu estou mais preocupado com em Springfield, Ohio, são os cidadãos americanos que tiveram suas vidas destruídas pela fronteira aberta de Kamala Harris. Eu acredito que o senador Vance quer resolver isso, mas, em estar com Donald Trump e não trabalhar juntos para encontrar uma solução, isso se torna um ponto de conversa. O debate prosseguiu com os grimeiros de argumentos sobre política externa, economia, o aborto e que medidas tomar para conter a violência armada nas escolas. fora Para o final do encontro estava guardado momento de maior tensão entre os candidatos à vice-presidência dos Estados Unidos. Tim Walz lembrou o assalto ao Capitólio em janeiro de 2021, quando os apoiantes de Donald Trump tentaram travar a confirmação da vitória eleitoral de Joe Biden. Com um ou outro tema mais polémico, aquele que deverá ser o último debate televisivo da campanha decorreu num tom cordial entre os candidatos, sem ataques pessoais ou ofensivos e até com momentos de alguma empatia entre eles. Os alvos presentes foram os ausentes, Donald Trump e...
RTP1_HD;2024-10-02 13:09:13.0;2024-10-02 13:09:24.0;Disasters;;Esta noite, outras histórias, a vida de quem faz o percurso da solidariedade, quase uma década depois de ter sobrevivido a um sismo no Nepal, Pedro Queiroz, ainda em contraforto.
RTP1_HD;2024-10-02 13:09:33.0;2024-10-02 13:09:39.0;Sports;;O Spartan que bateu uma bola com o PSV em Dover nos milhões somam 4 pontos em 2 jogos na liga de esportes.
RTP1_HD;2024-10-02 13:09:40.0;2024-10-02 13:10:11.0;Sports;Gonçalo Inácio, Jenny Katame, ataque, suporte, gol, quarto de hora, Basta, passe, Schalten, Franco Israeli, Diomande, Eduardo Quaresma, 35 minutos, remate, Trincão, Jócaras;Gonçalo Inácio de regresso ao 11, Jenny Katame desta vez claramente no ataque, foram as maiores novidades de um suporte em que sofreu gol logo ao quarto de hora. De Basta riscou muito no passe, Schalten foi mais forte que Jenny e rematou fora do alcance de Franco Israeli. Há meia hora, Diomande pôs o mal o pé e acabou mesmo por ter de sair do encontro entre o Eduardo Quaresma. Aos 35 minutos, o primeiro remate do suporte em que Trincão assistiu Jócaras, que podia
RTP1_HD;2024-10-02 13:10:12.0;2024-10-02 13:10:35.0;Sports;PSV, Sporting, Gosteu, Luc Dijon, Eindhoven, Morita, Eduardo Quaresma, empate, líderes;No arranque da segunda parte, o PSV fica muito perto do segundo, valeu ao Sporting o mau remate de Gosteu. Aos 55 minutos, Luc Dijon quase assinalava com um grande gol o jogo 300 com a camisola do clube de Eindhoven. A ostenta Morita exulou Eduardo Quaresma, que escorregou quando tinha tudo para fazer o empate. Tremendo o azar dos líderes.
RTP1_HD;2024-10-02 13:10:43.0;2024-10-02 13:10:57.0;Sports;Quaresma, Bakayoko, Max Iraújo, Daniel Bragança, empate, um a um, 84 pontos;Depois, Quaresma errou, mas Bakayoko não soube aproveitar. Max Iraújo precisou de poucos segundos em campo, cruzou e Daniel Bragança desviou para o empate, um a um, aos 84 pontos.
RTP1_HD;2024-10-02 13:11:05.0;2024-10-02 13:11:12.0;;Benfica, Atlético de Madrid, Bruno Lages, encarnados, margem de erro, competição;O Benfica recebe hoje o Atlético de Madrid. Bruno Lages diz que os encarnados não têm margem de erro em nenhuma competição.
RTP1_HD;2024-10-02 13:11:13.0;2024-10-02 13:12:49.0;;Benfica, Brunolage, Atlético de Madrid, Liga dos Campeões, Estrela Vermelha, Renato Sanches, Tiago Gouveia, colchoneros;Desde que voltou ao Benfica, Brunolage tem motivos para sorrir. Quatro jogos, quatro vitórias. Segue-se o Atlético de Madrid. O técnico entende que não há espaço para errar, apesar da dimensão do adversário. Neste momento não há margem de erro em nenhuma das competições em que estamos inseridos. Isso não implica reconhecer que realmente o Trático Madrid é uma grande equipa, com o historial de 13, 14 anos, ter mantido o mesmo treinador, com duas contratações na primeira Liga, isso por si só revela o potencial do clube. Na nova Liga dos Campeões, o Benfica já venceu em casa do Estrela Vermelha. Na Luz procura o segundo triunfo na prova. Para mim, para os jogadores, são aqueles jogos que podem transformar carreiras, porque estamos a competir com equipas de outro nível. Aquilo que eu mais desejo e quero é que a equipa amanhã seja equipa, a melhor versão de cada jogador em campo e com uma certeza que jogaremos para ganhar e essa tem que ser E assim se conseguem os três pontos. Na procura por mais três pontos, os encarnados têm duas baixas, Renato Sanches e Tiago Gouveia continuam a recuperar de lesão e falham a partida frente aos colchoneros esta quarta-feira.
RTP1_HD;2024-10-02 13:12:57.0;2024-10-02 13:13:09.0;;Vitória de Guimarães, primeira equipa portuguesa, fase principal, Liga Conferência, treinador, Rui Borges, triunfo, recepção;Vitória de Guimarães é a primeira equipa portuguesa a jogar na fase principal da Liga Conferência. O treinador Rui Borges sonha com um triunfo na recepção.
RTP1_HD;2024-10-02 13:13:12.0;2024-10-02 13:13:28.0;;sonho, ganhar, passar, fase, Liga, oitavos, finais, primeiro objetivo, trabalhar, entrar;Eu sonho em ganhar amanhã e sonho em passar a fase da Liga, passar para os oitavos ou os finais. Esse é o primeiro objetivo porque é por isso que vamos trabalhar e é por isso que vamos entrar nesta fase da Liga.
RTP1_HD;2024-10-02 13:13:28.0;2024-10-02 13:14:05.0;;Liga, Vitória, formação eslovena, época passada, fome de vencer, Liga Portuguesa, demonstração de caráter, ambição, liga-conferência, técnico Vimaranense, horário de jogo, 15h30;Depois de dois jogos sem vencer para a Liga, o plantel do Vitória só pensa em vencer frente à formação eslovena que já afrontou na época passada. A fome de vencer eles têm demonstrado sempre, é isso que eu estou a dizer, a ambição deles, mesmo nestes dois resultados menos positivos que tivemos para a Liga Portuguesa, A demonstração de caráter, a ambição teve lá sempre, a frustração no fim dos jogos de não conseguirmos ser aquilo totalmente como nós gostámos e como temos sido. Começar a liga-conferência a jogar em casa pode ser uma vantagem. O técnico Vimaranense lamentou, contudo, o horário de jogo agendado para as 15h30.
RTP1_HD;2024-10-02 13:14:08.0;2024-10-02 13:14:17.0;;possivelmente, certeza, tirará, muita gente, nosso estádio, nesta fase, início;possivelmente, tenho quase toda a certeza, nos tirará muita gente ao nosso estádio. E nesta fase, neste início de...
RTP1_HD;2024-10-02 13:14:20.0;2024-10-02 13:14:29.0;;ambiente, primeiro jogo, estádio do Alfonso Henriques, arbitrado, belga, Lotart;O ambiente que temos tido desde o primeiro jogo. O encontro no estádio do Alfonso Henriques vai ser arbitrado pelo belga Lotart.
RTP1_HD;2024-10-02 13:14:31.0;2024-10-02 13:14:41.0;;Pedro Queiroz, sismo, Nepal, 2015, missão humanitária, histórias;Pedro Queiroz sobreviveu ao sismo no Nepal em 2015 e continuou a ajudar numa missão humanitária que ainda hoje se mantém. É o tema de outras histórias para ver mais logo a seguir.
RTP1_HD;2024-10-02 13:14:45.0;2024-10-02 13:15:05.0;;estradas, mundo, vida, promessa, voltar, Pedro, sismo, 7.8, escala de Richter, 2015, viagem, amigo, Himalaias, aterrrou, Katmandu, véspera, terremoto, ano;Pelas estradas do mundo e da vida, deixou a promessa de sempre voltar. Pedro sobreviveu ao sismo num palo de 7.8 na escala de Richter em 2015. Uma viagem com um amigo rumo aos Himalaias, aterrou em Katmandu na véspera do terremoto e ali ficou mais de um ano.
RTP1_HD;2024-10-02 13:15:06.0;2024-10-02 13:15:56.0;;tremor de terra, missão humanitária, movimento Mais Tarde Associação Obrigado Portugal, Pedro, ajudar, tragédia, promessas, recolher fundos, Aventuras Humanitárias;Não foi apenas um tremor de terra, não foi apenas a terra abanar, foi basicamente toda a minha vida abanar. Eu vi-me envolvido numa missão humanitária que dura até aos dias de hoje e sem querer, sem me aperceber, eu próprio comecei também dentro de mim a mudar. Aqui nasce o movimento Mais Tarde Associação Obrigado Portugal. E porque as estradas são para ir, o Pedro procura outras formas de ajudar. Quando já ninguém quer saber, quando passam três ou quatro semanas, ou dois ou três meses, ou um ano, a tragédia continua lá. E eu, aquilo que quis fazer foi manter as minhas promessas e, paralelamente à minha vida pessoal, eu tive que arranjar formas de recolher fundos para ajudar estas pessoas. E é aí que entrou os Aventuras Humanitárias.
RTP1_HD;2024-10-02 13:15:58.0;2024-10-02 13:16:12.0;;;A primeira aventura humanitária começa no Taj Mahal, na Índia. Seguem-se outras tantas para engariar dinheiro para ajudar a população do Nepal e não só. Histórias de superação e humanidade que inspiram.
RTP1_HD;2024-10-02 13:16:14.0;2024-10-02 13:16:26.0;;;Se nós fizermos a diferença na vida de uma pessoa, uma só, isso chega. Foi uma pessoa muito importante para a vida dos pobres, como, por exemplo, nós vimos no ano.
RTP1_HD;2024-10-02 13:16:28.0;2024-10-02 13:16:45.0;;Pedro Queiroz, sonhos, português, pico mais alto do mundo, aventura;Pedro Queiroz tornou-se no sonhos de português alcançar o pico mais alto do mundo. Uma aventura que está quase em livre, depois de ter lançado outros dois.
RTP1_HD;2024-10-02 13:16:48.0;2024-10-02 13:16:58.0;;120 casas construídas, 50 mil pessoas alimentadas, milhares de euros, fundos recolhidos e recuperados;O caminho deixou mais de 120 casas construídas, 50 mil pessoas alimentadas e milhares de euros em fundos recolhidos e recuperados.
RTP1_HD;2024-10-02 13:17:53.0;2024-10-02 13:18:08.0;Crime, Law & Justice;consultório jurídico, heranças, partilhas, responsabilidades, proprietários, património, herdam;Boa tarde. Daqui a pouco o consultório jurídico é sobre heranças e partilhas. Vamos falar das responsabilidades dos proprietários sobre o património que herdam. Para participar nesta conversa, ligue 910 106 359.
RTP1_HD;2024-10-02 13:18:08.0;2024-10-02 13:18:28.0;Crime, Law & Justice;solicitador, Francisco Serra Loureiro, desperdício alimentar, ambiente, dicas, aproveitamento, cozinha, chefe, Fábio Bernardino, receitas, outono;Deste lado, para responder às suas dúvidas, contamos com o solicitador Francisco Serra Loureiro. Vamos ainda falar sobre o desperdício alimentar e o impacto que tem no ambiente, trazendo dicas para que possa começar já a deixar desperdiçar. E quem leva muito a sério tudo é esta questão do aproveitamento na cozinha. É o chefe Fábio Bernardino que vai preparar receitas com sabor a outono. Eu espero por cima.
RTP1_HD;2024-10-02 13:18:29.0;2024-10-02 13:18:40.0;Crime, Law & Justice;tremor de terra, terra abanar, vida abanar, missão humanitária, arranjar uma vida;Não foi apenas um tremor de terra, não foi apenas a terra abanar, foi basicamente toda a minha vida abanar. Eu vi-me envolvido numa missão humanitária que dura até aos dias de hoje. Eu tive que arranjar uma vida para mim.
RTP1_HD;2024-10-02 13:18:40.0;2024-10-02 13:19:16.0;Crime, Law & Justice;recolher fundos, aventuras humanitárias, projeto, pandemia, grupos em Portugal, redes sociais, outrashistorias.org, Telejornal, compras;Já há formas de recolher fundos para ajudar essas pessoas. E é aí que entrou as aventuras humanitárias. Eu queria que a trupa não fosse só para poucas pessoas, fosse um caminho com mais pessoas. Ninguém acreditava neste projeto. Com pandemia deixou-me pensar mais tempo, será que há grupos assim em Portugal? Toda a gente dizia que não há. Siga-nos nas redes sociais e conte a sua história em outrashistorias.org Esta quarta-feira, logo a seguir ao Telejornal. Tenho de ir às compras, mãe. Vira lá.
RTP1_HD;2024-10-02 13:19:17.0;2024-10-02 13:19:32.0;Crime, Law & Justice;Ball Multilayer, Kasa, alta resistência, distribuição de calor homogénea, 27,50€;Achas? Quanto menos mexer, melhor. Nem toda a gente quer o mesmo, mas todos gostam de encontrar o que procuram. O Ball Multilayer da marca Kasa, com alta resistência e distribuição de calor homogénea, por apenas 27,50€. O que rende é ir ao...
RTP1_HD;2024-10-02 13:19:33.0;2024-10-02 13:19:51.0;Crime, Law & Justice;tempo, crucial, Evoluímos, segurança, operação, linha de produção, robôs, Engenheiro Simões, milissegundos;Vivemos um tempo em que o tempo é crucial. Está a contar. Evoluímos num ano o mesmo que nos últimos dez. Em dez anos, o mesmo que nos últimos cem. Está a contar. O tempo mede-se já não em segundos, mas em milissegundos. Está a contar para o Engenheiro Simões na segurança da operação e na linha de produção apoiada por robôs.
RTP1_HD;2024-10-02 13:20:01.0;2024-10-02 13:20:21.0;;;Conto com a maior rede de fibra e a melhor rede móvel. Para quando nada pode falhar. Mel Empresas Há anos sou cliente do Minison. Olá, porquê é que também escolheu o Minison? O atendimento foi impecável. Ninguém percebe quem é para eles. Eles são tão pequeninos que ninguém dá que usasse. Nem eu me apercebo deles quanto mais dajes os meus amigos.
RTP1_HD;2024-10-02 13:20:24.0;2024-10-02 13:20:36.0;;;Já não imagino a minha vida sem eles. Dê ouvides a quem sabe. Conheça os aparelhos auditivos quase invisíveis. Ligue 810 1120 e experimente durante 30 dias grátis. Ouça tudo!
RTP1_HD;2024-10-02 13:20:48.0;2024-10-02 13:22:35.0;;;Olá Ricardo! Olá Andréia, então? Então seguiste o meu conselho e compraste o Galeria Ellipse. É incrível ou não é? É fantástico Andréia! Agora posso relaxar enquanto estou a pedalar para ativar as pernas e os músculos, para aumentar a flexibilidade e o equilíbrio. Ah, e ainda queimo calorias! Eu disse-te que ias gostar, eu desde que comprei o meu não quero outra coisa. E aproveitaste a super oferta da galeria? Claro! Comprei-o com os 40% de desconto e também só começo a pagá-lo daqui a 2 meses. Como eu, só é preciso colocar os pés nas plataformas e as minhas pernas relaxam de forma incrível. Este movimento automático faz mesmo ativar os meus músculos. Com este exercício sinto as minhas pernas mais em forma e já não sinto as pernas cansadas. Sempre que me sento a ver televisão ou a ler um livro, aproveito esse tempo para exercitar e descontrair as minhas pernas. Fazes bem. Às vezes dizemos que não temos tempo para fazer exercícios, mas com o Galeria Ellipse não há desculpa. Ele é realmente bom porque este sistema de pedalagem automática tem tecnologia bidirecional. Com apenas um clique, ora pedalamos para a frente, ora pedalamos para trás e assim trabalhamos os músculos todos. Pois é, ajuda a ativar a circulação sanguínea, os músculos das pernas, os joelhos, os tornozelos, queimamos calorias e além disso como é um exercício de baixo impacto não prejudicamos as articulações ou seja dá para todas as idades. Olha lá em casa fazemos todos e como ele tem três níveis de velocidade adaptamos a cada um. A minha mãe por exemplo faz mais devagarinho. E conseguimos ver o progresso porque temos o contador digital. Olha, por exemplo, neste bocadinho eu já dei 185 passos. Ah, e atenção, ainda traz este tapete antiderrapante para pedalarmos de forma segura. E você aí em casa, o que é que está à espera? Ligue já para o número gratuito que aparece no ecrã e reserve o Galeria Ellipse desde apenas 10 euros.
RTP1_HD;2024-10-02 13:22:35.0;2024-10-02 13:22:46.0;;;a 2 euros por mês sem juros. Pode experimentá-lo durante 14 dias sem compromisso e só comece a pagá-lo daqui a 2 meses. Ligue e receba uma oferta surpresa. Ligue já ou entre em galeria.pe
RTP1_HD;2024-10-02 13:22:49.0;2024-10-02 13:22:55.0;;;🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊🔊�
RTP1_HD;2024-10-02 13:23:16.0;2024-10-02 13:23:24.0;;;Antena O Liga Portugal O Sofá A primeira compra de cada casa Anel que lê, ri, chora
RTP1_HD;2024-10-02 13:23:25.0;2024-10-02 13:23:43.0;;;Come, aninha-se. Na Conforama queremos que desfrute do sulfing, por isso oferecemos descontos até 50% em mais de 300 modelos diferentes. Se não encontrar o seu sofá aqui, é porque ele não existe. Pratique sulfing na Conforama e em conforama.pt Hoje quero partilhar convosco o segredo do meu brilho. Beauty Care.
RTP1_HD;2024-10-02 13:23:43.0;2024-10-02 13:23:57.0;;;Beauty Caps, um produto inovador resultante de anos de pesquisa da NutriCosmética e que atua de dentro para fora. Com o Beauty Caps, a minha pele ganha vida, o meu cabelo fica mais forte e as minhas unhas estão sempre impecáveis.
RTP1_HD;2024-10-02 13:23:57.0;2024-10-02 13:24:05.0;;;Qualquer que seja a estação do ano, aceitem o desafio e comprovem os resultados. Beauty Caps, a ciência ao serviço da sua beleza.
RTP1_HD;2024-10-02 13:24:08.0;2024-10-02 13:24:23.0;;;Grandes ideias estão em competição. Startups e empreendedores defendem-as até ao fim. Qual será a solução mais inovadora? Chegou o momento decisivo. Moderado por Fellina Cautela. Programa Ignition by Vodafone Power.
RTP1_HD;2024-10-02 13:24:23.0;2024-10-02 13:24:29.0;;;LULLAB. Dia 2 de Outubro, às 14h30. Transmissão em marcas.rtp.pt
RTP1_HD;2024-10-02 13:24:33.0;2024-10-02 13:25:28.0;;;Quem sabe se falta de energia? Magnésio OK! 90 comprimidos com um preço especial. Os meus avós não param, estão sempre de um lado para o outro. Quer saber qual é o meu segredo? Nova fórmula do cálcio mais rapido, com mais cálcio e vitamina que fortalece os ossos e regeneram as articulações. Meus avós são super heróis! Ligue já ao 210-935-935 e incrementa o seu cálcio mais rápido. Delícia de natura para uma vida saudável. Há mais de 10 anos a contribuir para o bem-estar de milhares de portugueses. Nem gostam mais? Agora reforçado com a aloe vera, a fórmula concentrada com vitamina C, que ajuda a reforçar o sistema imunitário. Ligue agora o 212-256-242 e encomende já! Na compra de 3 garrafas de mangostão mais à loja Vera por 90€, receba totalmente grátis mais 2 garrafas e ainda um reforço extra, vitamina C Lister+. Ligue já!
RTP1_HD;2024-10-02 13:25:30.0;2024-10-02 13:25:36.0;;;Ai vizinha, ainda bem que aí vem. Estou tão carregada. Olha-me eu, estou toda carregada.
RTP1_HD;2024-10-02 13:25:37.0;2024-10-02 13:25:49.0;;;Estava aqui na época Cartão Continente porque agora dá para carregar com saldo e ganha-nos 10% de desconto. É uma grande ajuda. Que dor é em ajuda? 10% de desconto todos os dias em todas as compras. Tira-nos o bece de cima.
RTP1_HD;2024-10-02 13:25:50.0;2024-10-02 13:26:00.0;;;Já sabe quando quiser poupar, basta carregar. Agora toda a gente pode carregar na poupança. Ao carregar saldo do seu cartão Continente, ganhe um desconto de 10% para gastar em todas as compras,
RTP1_HD;2024-10-02 13:26:20.0;2024-10-02 13:26:26.0;Family and Relationships;olhar, alguém, linda;Por trás daquele olhar existia alguém tão linda
RTP1_HD;2024-10-02 13:26:27.0;2024-10-02 13:26:56.0;Family and Relationships;amor, alguém especial, fazer feliz, viver, coração, pulsava;Que não acreditava no amor e nem sequer sabia Queria encontrar alguém especial Queria lhe fazer feliz E com ele viver Um amor sem igual Meu coração só pulsava por você
RTP1_HD;2024-10-02 13:26:57.0;2024-10-02 13:27:05.0;Family and Relationships;encontrar, grande amor;E ao te encontrar, descobri um grande amor
RTP1_HD;2024-10-02 13:28:07.0;2024-10-02 13:28:14.0;Family and Relationships;abrindo, falando, vida pessoal, saber, teclando, certeza;Eu tô me abrindo com você falando coisas da minha vida pessoal. Eu quero saber com quem eu tô teclando. Tenho certeza que você não é um...
RTP1_HD;2024-10-02 13:28:43.0;2024-10-02 13:28:49.0;;;Você me convenceu. Enquanto...
RTP1_HD;2024-10-02 13:29:47.0;2024-10-02 13:29:53.0;;primeiro lugar, som estranho, chão, namorado, irmã;E o primeiro lugar num som estranho. O chão namorado é sua irmã, vocês gostam ou não?
RTP1_HD;2024-10-02 13:30:15.0;2024-10-02 13:30:21.0;;Fernanda, menina, desarmada, rapaz, atenção;A Fernanda disse que a menina estava desarmada. Vem aqui, rapaz, eu te falo uma coisa. Você pega atenção.
RTP1_HD;2024-10-02 13:30:32.0;2024-10-02 13:31:04.0;;servindo, vida, mandou, matar, ator, Luciana, Fernando, namoradinho, aproveite, bondade, generosidade, irmã, Bernardo, atirou, Lucena, armada, entrar;Claro que esteja servindo. Já aviso pra você. Está aí fora da vida dela. Então foi você mesmo que mandou me matar. O ator Luciana! Foi você! Não, Fernando. Claro que não. Eu já te disse. Eu estava dizendo aqui pro seu namoradinho... que eu não vou permitir que ninguém se aproveite de você. Por que aqueles pivetes se aproveitaram da sua bondade... e da sua generosidade? Não tem que olhar nada, já não quer me aproveitar da sua irmã. Olha só, aquela história de que o Bernardo atirou em gente de uma vez é mentira. É mentira, porque a Lucena não estava armada. Foi você, foi você que mandou ele entrar lá e matar eles.
RTP1_HD;2024-10-02 13:31:04.0;2024-10-02 13:31:19.0;;Tobias, sangue, criança, Lucena, 18 anos, atenção, boquinha, irmão, criado junto;não foi? Você, Tobias, tem o sangue de uma criança! Oi, criança? Espera aí, espera aí, espera aí, espera aí. A Lucena tinha quase 18 anos, não tem nada de criança, não. E você presta muita atenção do que sai da tua boquinha. Porque eu sou teu irmão e a gente foi criado junto.
RTP1_HD;2024-10-02 13:31:23.0;2024-10-02 13:31:32.0;;Bernardo, speedpaint, morcego, assassino;O Bernardo entrou pra te livrar de ser assassinada por um speedpaint. Você sim! O que você se transformou? Um morcego! Não um assassino! Não um assassino!
RTP1_HD;2024-10-02 13:31:36.0;2024-10-02 13:31:43.0;;culpada, pivetada, assassino;Você está se sentindo culpada porque você levou aquela pivetada para lá e agora quer me colocar como assassino?
RTP1_HD;2024-10-02 13:31:57.0;2024-10-02 13:32:25.0;;pivetada, surpresa, Ivan, preso, intenção, final, nada a perder, Tôbias, ódio, Nivaldo, assassino;Você não sabia o que esperar daquela pivetada, tanto que foi pega de surpresa. Tá? Agora é bom. É bom que você pare de ficar cega com relação a essa pivetada. Tá certo? O próprio Ivan, que foi preso, me disse que a intenção deles era ir até o final, que eles não tinham nada a perder. Não, não, não, não, não, não. Você, Tôbias, apesar de mim, você sempre teve ódio. Sempre teve ódio deles desde quando colocaram o Nivaldo aqui em casa. Eu não gosto de pivete! Nunca gostei! Aliás, é o seguinte... Quanto mais longe de mim, melhor! E isso não faz de mim um assassino!
RTP1_HD;2024-10-02 13:32:28.0;2024-10-02 13:32:55.0;;Luciana, Cristina, investigar, defender, mulher, matado, horror, pai, embusteado, perder, retribui, julgando, assassino, Deus;É melhor a Luciana morta do que a mentira da Cristina. Gente, não! Calma! Gente, não! Calma! A Cristina vai investigar isso. Gente, não! Como é que você consegue defender aquela mulher depois dela quase ter te matado? Que horror! Eu do lado do nosso pai, embusteado, com medo de perder você, e é assim que você retribui, me julgando e me chamando de assassino. Tira daqui pelo amor de Deus! Tira daqui! É melhor vocês saírem daqui! Pode ir pra cima desse negócio! É melhor saírem daqui mesmo os dois! Assassino! Assassino!
RTP1_HD;2024-10-02 13:33:01.0;2024-10-02 13:33:10.0;;ameaçado de morte, jovens, amparei, irmão, ordenar a morte, Pedro, matado;Eu não sei o que é pior, entender que ser ameaçado de morte pelos jovens que eu amparei ou desconfiar que o meu irmão foi capaz de ordenar a morte deles. Pedro, ele pode ter matado.
RTP1_HD;2024-10-02 13:33:11.0;2024-10-02 13:33:24.0;;;Eu sei que é muito duro o que você está passando, tá? Não é nada fácil o que você está passando, mas o que você precisa agora é acalmar a sua mente. Eu também me sinto culpada. Poxa, eu levei eles para a escola e a Luciana está morta. O Nivaldo e o Vantompresso, você tem noção do que está acontecendo? Você não pode se culpar por uma escolha.
RTP1_HD;2024-10-02 13:33:49.0;2024-10-02 13:36:19.0;;;Lá no meu sertão, pros Caboclê Tem que aprender o drop C O JTG, o MLA O SS mais o R tem nome de rir O JTG, o MLA O S S mais o S tem nome de rei Até o Y, N e P sinone O N N e o N N O S N N e o N N Olha o queijo, olha o queijo Tem rock forte Feito mãe quando o filho volta pra casa Olha aqui, tem um furado, hein? Feito o paiinho quando o cabridinho volta. Tem também um queijo do reino, feito família que vive junta, encastelada no seu cartelo. Ah, achei-me estar tão feliz com a voz de Antônio Júnior, que ele não consegue falar de outra coisa. Só espero que ele não apregoe o gorgonzola que nem chulé de filho que volta pra casa. É, e as clientes tudo se juntando pra comprar queijo com todo mundo. Sim, não comprar nada, é pra paquerar ele, como sempre, né? Tá em promoção o meu queijo! Meu filho tá de volta! Queijo em promoção, pregui! Não quero fazer nenhuma promoção não, pai, o mano já tá cercado de pregui. Olha lá, olha lá, olha lá, olha lá, olha lá! Parece um galo, um patrão misterioso. E comeu os queijos, né? Dando queijo meu. Ô, Antônio Júnior! O que? Antônio Júnior! O que? Aquilo é prova de roupa não, Antônio Júnior. Vai dar tanto queijo que vai nem ter queijo pra eu vender. As mocinhas, por favor. As moça linda. Vocês vão comprar o queijo ou vão ficar só apreciando a beleza do meu rio? Que isso, pai? Não, não, não, não, não. Não vai... Vai se botar a freguesia? Vem cá, vem cá, vem cá. Pai, tem que tratar o quê? Com respeito, com educação. Tem que dar uma provinha de queijo na boquinha. É assim. Não sabe mais, não? Eu sei muito bem o que elas querem. Eu sei muito bem o que elas querem. Filha vaga, você é muito bem, viu? Tu não se passa mais gostoso que meus queijos não, hein, cara? Vão vender queijo! Vão vender queijo! Vão vender queijo! Vão vender queijo! Olha o queijo! Queijo de promoção! Isso não vai dar certo, Lula. Vai dar certo, sim, Juliano. Vai dar certo. E olha só, vai logo e faz do jeito que eu mandei, tá ouvindo? Depois não diz que eu não avisei.
RTP1_HD;2024-10-02 13:36:29.0;2024-10-02 13:36:39.0;;;Não me afasta do tom da tua pele Me deixa amansar, te deixa amar
